date,household_id,daily_consumption_liters,pressure_psi,temperature_celsius,population_density
2024-05-08,HH0353,304.27,55.11,20.51,7886
2024-04-05,HH0040,257.88,58.0,19.18,4518
2024-03-12,HH0415,276.1,49.4,30.8,8564
2024-06-06,HH0266,274.57,52.4,33.46,8087
2024-04-11,HH0176,257.78,51.52,32.15,7338
2024-01-21,HH0397,338.5,51.55,25.61,6260
2024-03-29,HH0486,283.66,46.13,23.41,8529
2024-04-21,HH0267,314.1,50.48,28.94,8817
2024-03-19,HH0394,291.14,38.18,25.16,2851
2024-04-25,HH0205,333.07,53.06,24.74,2883
2024-01-31,HH0126,340.71,50.38,23.43,5414
2024-02-16,HH0238,398.37,54.12,18.81,5705
2024-05-10,HH0130,232.91,50.71,18.04,2067
2024-05-07,HH0083,255.83,51.79,31.98,2550
2024-06-15,HH0344,948.72,58.64,25.35,2317
2024-05-13,HH0075,342.15,54.48,28.11,1104
2024-06-18,HH0381,337.57,44.09,26.29,7434
2024-03-23,HH0287,326.61,51.19,18.52,1126
2024-06-17,HH0158,345.13,51.47,21.48,1375
2024-05-26,HH0382,332.75,49.86,26.26,9157
2024-06-24,HH0212,284.58,50.7,31.13,6386
2024-05-15,HH0199,255.92,47.07,35.34,6273
2024-02-20,HH0276,260.61,46.45,28.04,1481
2024-04-13,HH0393,297.89,50.16,26.86,2460
2024-03-18,HH0309,289.9,51.9,25.5,2097
2024-06-15,HH0440,249.17,45.11,22.32,9488
2024-01-05,HH0306,266.14,59.94,20.7,9634
2024-04-06,HH0463,205.91,47.38,28.62,3871
2024-06-23,HH0443,304.98,51.09,27.6,7115
2024-01-17,HH0485,328.96,59.24,22.55,3630
2024-02-05,HH0070,570.66,56.59,16.36,1736
2024-05-25,HH0483,261.34,51.68,25.21,3281
2024-05-25,HH0093,273.64,45.42,23.21,7478
2024-01-02,HH0143,335.99,46.86,21.37,7238
2024-06-16,HH0121,208.24,54.94,28.8,9754
2024-04-21,HH0062,232.55,49.58,29.36,8952
2024-05-03,HH0313,323.52,48.37,21.94,2482
2024-01-10,HH0161,308.59,44.88,33.12,6250
2024-02-24,HH0031,280.25,46.59,19.83,6968
2024-01-14,HH0461,282.5,46.47,26.51,8943
2024-02-05,HH0112,199.68,53.85,19.83,1459
2024-02-14,HH0280,360.28,38.48,27.13,5668
2024-01-14,HH0474,340.2,53.81,26.42,7273
2024-05-29,HH0206,265.78,45.21,19.78,6392
2024-04-21,HH0466,303.61,53.5,27.84,6262
2024-05-25,HH0241,283.4,49.09,31.75,5216
2024-03-21,HH0441,291.9,49.7,25.64,6931
2024-02-10,HH0461,306.07,59.58,18.78,2806
2024-03-15,HH0327,404.18,41.28,28.5,1937
2024-03-19,HH0232,342.14,47.01,26.58,4811
2024-03-10,HH0332,279.69,51.5,26.58,5527
2024-06-15,HH0449,305.31,55.54,26.06,1232
2024-06-12,HH0323,281.26,47.0,29.71,9137
2024-03-20,HH0052,281.74,56.22,26.01,2703
2024-04-17,HH0411,226.74,51.55,23.67,9974
2024-03-26,HH0225,224.19,51.68,25.15,4748
2024-02-23,HH0316,298.33,50.19,29.61,5431
2024-05-26,HH0368,372.72,49.02,30.33,8979
2024-06-19,HH0171,262.02,44.61,27.36,7899
2024-02-07,HH0206,296.88,54.98,25.96,6571
2024-02-24,HH0376,374.82,50.19,27.12,9372
2024-06-13,HH0332,231.24,53.24,25.15,8921
2024-02-11,HH0053,265.18,50.19,16.35,6363
2024-02-16,HH0463,674.09,51.15,25.29,7100
2024-03-26,HH0495,346.53,56.28,24.03,9356
2024-03-22,HH0196,339.1,50.78,19.05,5114
2024-05-22,HH0162,231.01,51.45,27.03,6988
2024-05-21,HH0394,355.47,48.41,30.13,8097
2024-03-01,HH0384,298.5,53.89,23.38,1486
2024-06-03,HH0413,289.03,50.15,33.05,3261
2024-03-24,HH0008,370.91,56.16,16.05,6831
2024-03-31,HH0227,380.69,43.6,17.71,7321
2024-03-14,HH0461,290.89,51.39,25.47,5855
2024-03-13,HH0220,327.68,56.36,21.11,7878
2024-01-16,HH0427,330.13,54.18,28.37,2590
2024-06-10,HH0486,336.16,49.17,26.98,2850
2024-06-28,HH0345,289.22,51.75,26.72,6818
2024-02-28,HH0156,300.68,42.46,25.05,1874
2024-06-27,HH0297,279.78,53.24,26.51,3661
2024-04-13,HH0109,331.87,57.17,32.03,4407
2024-02-08,HH0014,318.35,47.25,24.16,6729
2024-06-02,HH0029,366.2,50.38,27.4,2954
2024-02-02,HH0016,295.1,59.36,26.25,1532
2024-01-05,HH0051,324.79,51.34,21.68,1866
2024-03-10,HH0302,322.34,51.29,24.97,7940
2024-01-02,HH0172,267.49,53.82,36.59,2976
2024-04-27,HH0349,273.45,50.27,26.27,5160
2024-06-08,HH0154,337.85,59.23,20.1,5527
2024-02-06,HH0465,294.66,46.12,15.61,6319
2024-05-14,HH0395,275.46,47.98,15.68,9633
2024-04-05,HH0203,227.69,51.43,35.74,7256
2024-03-01,HH0159,330.85,52.96,25.05,5152
2024-02-15,HH0406,209.95,45.68,25.65,1771
2024-05-07,HH0250,309.9,43.79,29.94,2615
2024-06-11,HH0164,457.89,53.57,22.68,2901
2024-06-10,HH0391,313.77,55.43,29.56,9571
2024-01-22,HH0349,368.54,44.08,26.08,6344
2024-03-09,HH0056,271.06,55.77,19.99,9603
2024-01-05,HH0184,336.58,54.04,27.73,2295
2024-02-12,HH0064,259.85,45.11,20.83,7233
2024-04-29,HH0080,250.12,46.5,27.94,7958
2024-04-04,HH0155,251.22,47.94,21.01,5668
2024-04-06,HH0230,324.72,40.87,24.21,5709
2024-04-19,HH0433,337.94,54.53,22.4,9046
2024-01-31,HH0252,308.19,50.77,21.69,1248
2024-06-09,HH0065,279.65,41.98,31.07,2699
2024-02-23,HH0323,253.87,45.43,26.52,1341
2024-02-20,HH0305,316.47,42.1,20.37,7995
2024-06-23,HH0213,344.13,52.93,28.96,8182
2024-05-08,HH0469,306.28,43.26,27.25,2266
2024-05-06,HH0178,395.79,47.76,18.4,7944
2024-03-29,HH0075,298.68,48.1,20.45,4418
2024-05-24,HH0265,295.3,57.77,29.04,9403
2024-04-18,HH0295,381.51,49.93,27.08,4473
2024-01-28,HH0164,195.7,44.18,24.94,7079
2024-03-02,HH0160,256.23,45.82,32.79,9922
2024-05-10,HH0081,329.92,44.88,21.87,5853
2024-02-20,HH0112,381.17,43.54,14.94,1440
2024-02-08,HH0277,264.71,57.88,31.59,5376
2024-02-08,HH0141,330.13,51.19,23.64,8474
2024-05-25,HH0186,343.77,51.16,24.03,7367
2024-05-23,HH0396,345.82,50.37,27.38,4847
2024-02-06,HH0242,333.27,55.73,26.45,4190
2024-06-22,HH0396,343.63,39.62,22.42,9860
2024-06-25,HH0384,296.48,51.2,24.29,9080
2024-01-12,HH0224,353.42,48.53,22.86,8239
2024-02-15,HH0242,222.86,47.35,26.38,9220
2024-05-08,HH0039,281.41,44.68,24.5,7195
2024-03-06,HH0117,250.47,58.75,24.07,7666
2024-05-23,HH0018,275.42,54.78,13.23,6924
2024-04-03,HH0146,324.57,54.31,22.53,3652
2024-01-03,HH0491,219.56,50.38,31.7,9908
2024-01-09,HH0269,292.73,51.55,23.24,8818
2024-01-29,HH0358,363.27,47.66,29.66,3484
2024-03-14,HH0145,343.53,48.44,31.79,6588
2024-03-10,HH0392,274.4,45.26,28.32,5073
2024-04-25,HH0493,303.94,54.81,25.29,4074
2024-03-29,HH0403,305.48,35.45,21.7,4318
2024-04-27,HH0179,398.76,52.46,17.87,7686
2024-03-10,HH0123,280.13,44.15,27.03,1515
2024-05-22,HH0239,262.01,44.45,20.12,6399
2024-02-24,HH0486,313.41,46.02,28.09,8167
2024-02-23,HH0339,211.43,52.34,27.01,3949
2024-02-04,HH0361,269.58,52.32,30.18,4928
2024-03-07,HH0319,346.32,48.81,21.37,5987
2024-05-05,HH0183,322.14,60.06,31.32,8624
2024-01-06,HH0277,249.02,57.97,19.88,1407
2024-02-04,HH0314,300.15,51.5,15.08,7172
2024-01-18,HH0290,357.94,44.47,23.52,9538
2024-01-31,HH0478,350.69,53.97,27.58,1376
2024-05-03,HH0250,300.0,48.66,25.18,8235
2024-02-20,HH0365,319.66,54.73,22.39,6742
2024-04-21,HH0322,302.32,44.83,18.7,6159
2024-06-19,HH0410,294.8,45.91,18.01,2820
2024-03-23,HH0274,261.46,48.83,23.35,6155
2024-01-01,HH0250,321.11,51.6,31.02,8761
2024-06-07,HH0311,213.97,48.98,29.89,5397
2024-05-18,HH0436,312.89,44.52,21.62,6596
2024-03-14,HH0293,209.56,57.33,40.72,1913
2024-01-30,HH0120,389.08,47.85,18.39,1992
2024-03-07,HH0449,382.63,44.87,27.59,3720
2024-03-04,HH0186,620.69,55.79,27.14,6845
2024-04-01,HH0132,281.4,53.38,24.34,5551
2024-06-21,HH0418,267.18,51.58,34.27,3657
2024-04-18,HH0336,275.73,50.51,21.46,8448
2024-02-04,HH0154,242.54,45.89,22.34,1481
2024-04-20,HH0107,357.42,48.19,22.02,5325
2024-06-21,HH0405,372.28,56.13,28.74,2085
2024-05-12,HH0463,250.36,61.64,16.57,4578
2024-01-18,HH0465,260.0,50.46,22.03,3208
2024-04-08,HH0245,300.48,46.97,25.85,4349
2024-03-25,HH0402,423.78,52.63,26.75,4898
2024-02-02,HH0094,247.14,52.82,15.8,2071
2024-05-04,HH0057,409.77,54.04,26.44,4851
2024-04-17,HH0390,347.06,46.05,31.92,8127
2024-04-25,HH0039,328.23,46.35,19.3,9354
2024-02-17,HH0383,285.53,44.84,23.42,8782
2024-02-19,HH0340,254.83,46.07,24.62,2654
2024-04-20,HH0163,254.75,45.44,27.29,6114
2024-04-14,HH0084,310.12,45.17,25.31,5484
2024-01-13,HH0075,285.24,46.18,18.03,3017
2024-02-28,HH0247,242.48,49.49,20.85,5496
2024-05-02,HH0096,277.27,53.91,16.88,4091
2024-01-29,HH0210,284.15,52.53,26.26,3173
2024-04-28,HH0438,292.75,46.1,29.57,2218
2024-06-18,HH0238,277.23,50.71,29.03,8837
2024-05-20,HH0201,340.29,45.93,26.55,3631
2024-06-10,HH0254,289.16,52.04,18.5,8802
2024-01-17,HH0249,243.22,46.43,26.14,1063
2024-05-15,HH0305,323.29,60.37,28.75,8367
2024-03-09,HH0466,333.33,51.18,27.0,4432
2024-04-23,HH0032,309.77,54.18,17.51,5741
2024-03-06,HH0356,350.66,39.62,26.37,7206
2024-03-21,HH0007,258.87,46.48,23.66,8091
2024-05-18,HH0272,252.64,54.87,19.16,6416
2024-01-28,HH0383,375.29,50.4,26.62,8214
2024-01-17,HH0280,380.08,45.82,31.96,3584
2024-06-11,HH0399,259.07,49.51,23.08,7633
2024-04-15,HH0237,269.24,52.03,24.13,2394
2024-06-01,HH0155,277.07,46.52,25.79,9374
2024-04-29,HH0451,252.18,44.43,23.74,6490
2024-02-28,HH0417,281.37,50.81,19.22,1228
2024-05-19,HH0449,310.53,43.13,18.92,3639
2024-01-31,HH0259,243.61,53.08,28.6,4488
2024-02-01,HH0172,242.73,52.23,30.14,9416
2024-02-10,HH0128,317.69,42.69,19.68,6152
2024-01-29,HH0019,473.52,48.53,23.24,1370
2024-06-19,HH0358,308.89,49.02,21.03,7629
2024-04-12,HH0234,292.86,56.38,26.77,4206
2024-06-03,HH0181,302.84,48.18,20.43,8501
2024-04-14,HH0155,397.58,54.12,25.99,5587
2024-01-09,HH0222,248.1,59.09,14.68,2383
2024-02-25,HH0074,340.73,47.87,19.32,9538
2024-06-23,HH0171,217.97,46.31,28.03,8464
2024-06-13,HH0440,251.54,51.35,18.71,6762
2024-01-09,HH0415,426.0,50.37,25.83,6654
2024-06-02,HH0414,381.61,49.94,26.17,1550
2024-05-27,HH0385,302.35,45.46,23.43,6380
2024-02-25,HH0310,312.77,50.35,24.03,3957
2024-06-17,HH0424,791.63,45.97,19.85,1463
2024-04-08,HH0186,260.74,54.42,15.05,2795
2024-03-15,HH0219,410.19,48.97,29.47,1724
2024-05-31,HH0067,241.21,48.66,29.11,4694
2024-01-13,HH0369,288.34,46.09,23.51,9660
2024-02-08,HH0076,282.32,48.39,19.55,4400
2024-01-20,HH0489,306.74,47.63,24.89,7690
2024-02-13,HH0128,366.61,46.53,28.06,9593
2024-04-06,HH0394,228.56,44.75,20.53,1206
2024-04-19,HH0098,371.47,45.48,22.85,6242
2024-02-19,HH0388,304.71,45.85,18.45,6959
2024-04-28,HH0133,264.9,60.49,20.63,6336
2024-04-10,HH0291,251.66,42.84,19.01,6631
2024-02-22,HH0425,302.89,45.17,21.56,7515
2024-05-21,HH0369,259.37,41.93,28.2,6689
2024-04-25,HH0222,340.45,53.45,21.85,4470
2024-02-03,HH0049,276.37,55.12,29.01,6336
2024-06-13,HH0446,799.63,50.16,19.3,6230
2024-02-17,HH0055,224.28,46.96,29.72,8440
2024-02-07,HH0192,319.98,57.01,31.85,8386
2024-01-18,HH0321,322.43,57.12,26.57,4580
2024-01-29,HH0379,247.74,51.04,22.54,5408
2024-05-27,HH0108,396.76,56.34,18.02,5917
2024-01-19,HH0093,284.19,46.52,27.05,3747
2024-01-16,HH0083,306.77,39.69,22.26,6546
2024-05-07,HH0173,223.98,52.34,29.75,3973
2024-04-12,HH0304,292.23,46.38,25.77,7220
2024-05-07,HH0369,414.42,52.46,21.75,1836
2024-03-25,HH0001,314.09,42.31,21.53,3986
2024-02-03,HH0059,370.2,47.73,21.38,5808
2024-02-19,HH0239,282.66,56.81,20.0,5030
2024-04-30,HH0473,277.02,49.15,26.28,8027
2024-05-11,HH0484,238.84,48.37,17.9,9812
2024-03-28,HH0484,408.39,50.66,20.25,4965
2024-04-09,HH0128,221.51,47.98,22.7,1322
2024-03-10,HH0348,382.04,46.49,12.52,1864
2024-02-19,HH0204,376.45,56.35,24.04,6594
2024-02-26,HH0087,305.54,60.49,32.0,9604
2024-02-07,HH0170,371.04,52.71,22.77,5322
2024-04-10,HH0051,347.0,52.38,26.27,3151
2024-06-20,HH0325,271.61,56.2,19.27,1956
2024-05-24,HH0415,273.37,47.75,27.39,7091
2024-04-17,HH0069,311.66,56.17,34.28,6237
2024-05-23,HH0067,244.2,54.95,35.56,9021
2024-01-02,HH0015,328.37,49.56,31.58,7626
2024-05-24,HH0173,335.26,57.29,26.79,3160
2024-03-31,HH0280,255.31,37.44,24.37,7051
2024-05-25,HH0333,277.14,42.6,20.59,5726
2024-05-31,HH0168,305.87,49.56,26.69,1676
2024-02-02,HH0188,193.83,52.73,29.9,6947
2024-02-27,HH0127,256.57,50.21,22.05,4120
2024-02-12,HH0134,249.17,55.47,24.82,3526
2024-05-15,HH0299,271.57,54.21,20.27,6185
2024-01-18,HH0419,374.39,47.34,21.71,5555
2024-01-21,HH0036,268.29,47.93,32.12,7325
2024-03-31,HH0222,273.0,46.54,23.58,2312
2024-01-26,HH0050,196.04,39.66,33.01,7853
2024-06-07,HH0471,270.19,47.99,30.04,9599
2024-02-01,HH0234,308.5,38.5,24.23,7845
2024-01-14,HH0101,222.14,51.25,29.01,9327
2024-03-19,HH0380,382.18,52.45,28.77,2264
2024-05-15,HH0013,286.94,57.4,40.34,6662
2024-03-17,HH0324,314.46,49.27,25.11,7165
2024-05-14,HH0290,384.31,49.95,24.48,4626
2024-03-14,HH0483,388.13,59.51,30.06,5323
2024-02-15,HH0449,269.46,46.71,24.47,2437
2024-02-13,HH0285,253.05,51.31,29.62,8233
2024-01-22,HH0135,283.32,49.43,23.48,6468
2024-03-23,HH0294,255.68,50.56,25.53,1944
2024-02-25,HH0187,360.86,52.07,28.25,1710
2024-06-01,HH0388,354.33,51.42,14.86,4386
2024-04-21,HH0236,371.65,41.26,31.46,4156
2024-01-07,HH0398,305.68,53.3,32.44,6464
2024-06-22,HH0195,292.38,50.65,28.52,6228
2024-03-31,HH0215,280.69,49.23,32.6,2141
2024-01-06,HH0052,173.33,46.36,21.14,5058
2024-01-15,HH0268,319.13,40.63,15.79,7776
2024-04-05,HH0077,256.79,54.01,17.28,5557
2024-01-26,HH0189,212.87,50.13,26.61,2902
2024-03-22,HH0010,357.3,49.68,16.61,9386
2024-05-06,HH0140,340.19,48.84,18.72,5250
2024-02-07,HH0470,245.25,45.41,36.63,9469
2024-01-17,HH0203,297.18,50.65,31.52,2982
2024-06-27,HH0232,252.89,44.36,27.16,3803
2024-05-07,HH0196,196.28,49.12,28.88,6376
2024-06-08,HH0180,342.07,48.29,23.3,7119
2024-05-30,HH0346,330.96,45.82,22.97,5972
2024-02-01,HH0374,295.68,52.38,26.21,7730
2024-06-22,HH0249,281.99,44.35,35.01,9044
2024-05-21,HH0430,308.52,52.77,20.0,9624
2024-03-20,HH0033,614.58,48.61,31.53,3452
2024-05-03,HH0093,324.11,36.64,23.81,9552
2024-03-18,HH0408,299.47,51.79,17.55,6565
2024-06-18,HH0192,281.1,44.92,27.15,4595
2024-02-14,HH0017,365.36,52.83,27.26,5278
2024-03-09,HH0326,253.25,50.05,36.95,3715
2024-02-28,HH0135,342.38,51.96,18.61,9881
2024-02-19,HH0072,251.54,42.89,28.2,3303
2024-03-22,HH0453,432.92,54.48,24.15,9095
2024-06-15,HH0001,369.62,50.88,21.24,6563
2024-01-28,HH0475,275.91,52.44,21.08,3440
2024-03-23,HH0196,282.5,51.17,20.85,1098
2024-06-15,HH0493,299.9,41.52,13.58,2875
2024-03-27,HH0032,315.79,41.7,29.28,1684
2024-04-03,HH0014,355.12,55.69,21.6,6584
2024-06-26,HH0118,254.76,50.72,25.12,8789
2024-01-26,HH0381,268.28,34.97,23.09,3229
2024-05-11,HH0339,262.73,43.56,25.05,4051
2024-04-29,HH0204,192.97,46.47,26.07,9021
2024-02-02,HH0276,372.02,48.29,23.98,3858
2024-06-19,HH0134,1259.24,48.38,28.47,8818
2024-05-28,HH0391,192.79,43.79,26.36,6875
2024-03-31,HH0147,307.18,51.34,32.52,1553
2024-05-19,HH0185,309.5,55.99,26.3,6319
2024-02-06,HH0161,416.47,51.02,23.08,8402
2024-06-16,HH0425,330.93,55.72,31.09,5813
2024-04-15,HH0350,278.71,55.21,20.25,5778
2024-01-03,HH0126,412.27,55.16,16.44,4568
2024-03-12,HH0444,287.63,47.36,25.16,7240
2024-04-18,HH0433,325.05,46.38,22.09,2892
2024-02-16,HH0444,210.63,50.81,29.41,6938
2024-05-30,HH0376,290.51,49.15,24.07,7795
2024-05-28,HH0074,342.56,52.22,20.82,3682
2024-06-25,HH0341,330.41,47.09,22.08,2957
2024-06-12,HH0108,219.47,48.93,16.85,1678
2024-04-15,HH0480,292.37,46.71,20.56,1205
2024-01-14,HH0133,254.85,61.37,31.1,7685
2024-06-06,HH0489,267.52,59.86,25.17,8636
2024-04-24,HH0370,294.83,47.78,19.24,8707
2024-03-13,HH0023,295.29,51.63,20.82,7185
2024-06-27,HH0469,362.55,44.52,19.95,9032
2024-05-24,HH0204,314.3,47.12,19.12,4464
2024-04-20,HH0359,367.23,47.62,31.79,3693
2024-03-28,HH0143,315.02,33.97,30.68,6366
2024-04-23,HH0134,252.82,43.67,21.35,3737
2024-02-25,HH0125,359.35,44.77,34.21,1588
2024-05-21,HH0346,383.33,51.13,28.28,2703
2024-04-06,HH0316,317.57,56.3,27.18,9043
2024-04-30,HH0234,377.44,46.72,31.33,8232
2024-05-30,HH0295,265.19,49.72,21.54,9327
2024-04-25,HH0473,247.08,56.97,30.35,2728
2024-04-30,HH0033,380.32,51.46,23.69,5979
2024-05-10,HH0126,238.42,52.68,24.44,1946
2024-01-17,HH0392,195.8,56.59,19.45,1233
2024-06-24,HH0434,285.69,48.57,29.37,1615
2024-05-12,HH0078,248.5,51.81,21.35,5855
2024-05-02,HH0136,347.67,53.26,30.82,4757
2024-02-28,HH0179,331.86,57.54,30.47,5384
2024-01-10,HH0081,474.29,51.47,27.42,9892
2024-05-22,HH0254,295.38,48.73,30.22,3746
2024-05-20,HH0461,367.36,42.75,29.85,7571
2024-05-13,HH0416,341.24,49.07,18.51,6197
2024-01-27,HH0161,308.96,52.48,27.01,5533
2024-05-22,HH0344,371.11,46.34,24.67,2107
2024-06-02,HH0307,283.91,48.81,24.16,9135
2024-01-23,HH0029,359.35,54.46,15.9,9640
2024-04-29,HH0139,250.24,53.96,17.37,3249
2024-04-27,HH0153,244.45,54.28,25.04,5629
2024-03-28,HH0347,359.56,57.17,22.7,6088
2024-02-07,HH0201,209.34,49.66,23.46,6004
2024-03-09,HH0455,286.79,48.4,23.05,1467
2024-01-31,HH0060,212.56,54.12,25.12,8821
2024-04-23,HH0196,335.55,52.41,16.35,8054
2024-02-25,HH0454,550.14,56.04,18.96,9693
2024-04-27,HH0257,272.32,48.01,19.56,2724
2024-02-11,HH0341,285.22,52.67,21.8,2786
2024-03-12,HH0225,256.32,55.39,13.73,3230
2024-03-17,HH0048,359.26,52.46,20.62,6060
2024-05-06,HH0426,255.41,52.43,27.59,4244
2024-06-21,HH0130,350.46,44.39,26.53,3529
2024-05-13,HH0040,258.95,57.34,31.62,9772
2024-06-04,HH0446,415.73,53.5,27.59,7880
2024-06-13,HH0454,358.26,49.49,22.77,7417
2024-04-11,HH0225,269.1,53.5,30.64,9195
2024-04-29,HH0348,291.12,52.0,32.02,3096
2024-04-18,HH0475,291.82,44.25,23.09,8685
2024-04-20,HH0333,337.15,59.67,14.86,5307
2024-04-15,HH0376,315.64,43.21,26.21,7331
2024-06-10,HH0389,271.6,47.91,17.5,1330
2024-02-10,HH0297,278.55,57.1,33.02,9196
2024-04-21,HH0206,729.82,60.99,32.8,9490
2024-03-01,HH0119,229.98,50.82,35.13,1755
2024-03-04,HH0403,292.95,46.98,29.15,7419
2024-01-22,HH0347,271.24,52.48,32.49,6961
2024-06-07,HH0381,293.59,48.97,24.35,1433
2024-06-13,HH0450,396.71,50.47,19.77,5015
2024-01-02,HH0029,209.74,51.33,22.45,4835
2024-05-06,HH0474,362.29,55.23,23.08,8239
2024-03-10,HH0114,292.66,48.68,32.21,4347
2024-03-10,HH0417,261.23,43.31,20.61,7949
2024-03-22,HH0099,376.64,53.68,29.06,8474
2024-04-18,HH0043,296.25,55.67,17.77,9388
2024-03-23,HH0029,326.42,57.93,27.21,2394
2024-04-04,HH0222,237.27,46.86,30.36,6296
2024-03-27,HH0221,267.76,55.69,23.55,9245
2024-03-23,HH0275,295.02,56.64,24.57,2603
2024-02-25,HH0252,219.24,56.77,24.09,5364
2024-05-19,HH0306,284.22,60.61,10.05,8033
2024-06-10,HH0322,846.36,55.8,23.85,4863
2024-03-09,HH0087,318.69,55.6,20.81,1439
2024-02-15,HH0330,341.02,42.21,19.87,8661
2024-05-01,HH0070,249.58,43.98,25.37,2517
2024-04-09,HH0483,384.9,57.34,22.77,7124
2024-01-14,HH0305,252.77,45.42,28.78,8185
2024-02-15,HH0155,234.55,51.01,24.86,2903
2024-05-03,HH0236,169.3,45.27,22.68,4965
2024-04-14,HH0238,271.89,50.98,16.58,6602
2024-04-09,HH0157,306.27,57.27,32.36,8581
2024-02-18,HH0451,304.57,45.41,21.95,5552
2024-01-04,HH0410,367.76,49.24,24.08,7827
2024-02-27,HH0386,309.68,53.9,19.16,8022
2024-05-27,HH0177,300.83,54.01,24.51,5106
2024-04-09,HH0265,272.14,52.56,24.9,9645
2024-03-28,HH0232,227.73,62.31,25.53,1257
2024-01-08,HH0056,344.65,55.08,22.61,1977
2024-05-28,HH0499,334.88,61.07,20.69,8258
2024-05-17,HH0123,315.46,50.89,25.55,4072
2024-03-26,HH0134,295.72,56.28,31.69,3222
2024-04-07,HH0395,342.24,48.86,23.78,9474
2024-04-21,HH0183,247.69,49.26,28.76,9899
2024-04-05,HH0439,222.04,53.5,38.29,8041
2024-02-15,HH0091,347.59,50.35,21.75,2449
2024-06-26,HH0326,317.16,59.37,28.16,9469
2024-04-03,HH0133,300.47,49.05,24.13,6934
2024-03-31,HH0005,809.17,48.8,28.43,4008
2024-01-11,HH0488,225.53,55.47,20.63,7792
2024-05-12,HH0493,236.14,49.23,25.13,7341
2024-06-17,HH0167,297.06,50.78,15.35,1914
2024-06-05,HH0059,335.53,52.77,15.16,7876
2024-01-10,HH0014,379.4,48.97,22.13,8263
2024-05-06,HH0029,260.42,51.69,15.29,4581
2024-01-12,HH0484,292.57,51.24,14.18,2917
2024-02-14,HH0482,262.45,55.16,27.97,3668
2024-03-28,HH0418,337.53,51.8,32.95,5962
2024-05-01,HH0290,269.58,57.38,30.61,4455
2024-05-03,HH0003,270.21,51.85,30.36,6670
2024-01-05,HH0086,400.88,42.21,18.21,8186
2024-06-11,HH0496,291.63,51.58,26.87,7246
2024-03-31,HH0302,374.34,51.48,23.47,5765
2024-06-24,HH0470,361.55,47.84,30.22,4037
2024-05-31,HH0122,367.51,47.42,29.85,7299
2024-01-04,HH0336,298.72,55.4,25.76,5989
2024-03-22,HH0248,372.42,53.48,28.05,7002
2024-06-17,HH0386,366.86,56.62,30.76,2039
2024-05-14,HH0178,199.46,45.44,28.48,7638
2024-06-01,HH0194,301.74,58.07,25.56,1326
2024-05-02,HH0221,346.63,51.2,26.9,3678
2024-02-11,HH0466,244.7,38.87,20.72,1751
2024-05-07,HH0167,398.75,59.31,30.63,7682
2024-05-06,HH0169,432.25,44.82,26.73,7958
2024-04-19,HH0202,244.83,46.29,21.93,9410
2024-05-23,HH0094,256.28,48.53,21.72,2680
2024-04-01,HH0206,341.61,53.74,27.62,9631
2024-03-05,HH0357,267.92,54.81,20.06,9896
2024-06-04,HH0010,255.16,48.77,30.24,2555
2024-03-24,HH0084,189.53,62.31,18.12,8814
2024-04-03,HH0306,297.44,45.87,33.26,6908
2024-02-01,HH0092,339.29,47.73,24.28,9015
2024-03-16,HH0494,416.63,46.3,32.4,1608
2024-01-18,HH0109,287.24,54.81,17.0,6189
2024-01-07,HH0136,369.58,50.34,32.26,6153
2024-06-28,HH0351,250.48,49.66,28.76,8309
2024-03-30,HH0366,203.21,54.55,24.14,6626
2024-04-25,HH0104,353.95,59.72,29.11,7482
2024-02-24,HH0286,396.33,53.93,24.65,1256
2024-02-29,HH0381,278.36,47.11,18.59,7984
2024-02-19,HH0204,295.4,52.16,26.22,3898
2024-01-18,HH0332,288.54,44.09,24.69,9876
2024-03-02,HH0412,309.98,58.02,22.07,9345
2024-04-03,HH0015,590.36,41.97,27.02,1140
2024-05-02,HH0461,313.3,49.32,21.3,1702
2024-06-18,HH0315,291.45,40.37,15.4,2763
2024-03-07,HH0483,251.8,47.32,23.33,3767
2024-06-28,HH0387,341.15,52.64,26.63,2810
2024-04-13,HH0256,255.94,50.45,31.44,5535
2024-02-07,HH0206,286.82,50.37,27.68,7792
2024-03-26,HH0199,320.08,50.31,29.01,7086
2024-05-27,HH0415,312.61,55.98,30.07,6552
2024-01-18,HH0080,278.93,50.42,25.89,4110
2024-05-10,HH0408,323.5,56.51,22.73,7477
2024-03-05,HH0210,889.84,49.78,30.28,7955
2024-03-04,HH0479,310.39,50.82,30.27,2742
2024-06-15,HH0148,214.1,61.9,18.69,9876
2024-03-17,HH0472,221.78,57.12,21.44,7341
2024-04-12,HH0175,247.85,54.54,23.07,6221
2024-03-28,HH0434,361.48,47.91,20.81,1368
2024-06-24,HH0200,207.85,56.24,25.39,8271
2024-04-21,HH0160,359.4,51.77,16.45,5229
2024-01-29,HH0376,326.3,54.51,25.95,3896
2024-05-11,HH0385,256.85,39.47,24.56,9171
2024-01-16,HH0120,250.47,55.79,32.1,1796
2024-05-11,HH0191,327.81,47.22,33.29,1022
2024-04-11,HH0114,330.61,49.04,27.43,9020
2024-04-02,HH0087,283.04,41.79,26.82,9333
2024-04-01,HH0416,300.85,41.5,30.26,6394
2024-04-14,HH0490,194.98,43.97,26.8,3198
2024-02-28,HH0092,398.91,56.8,28.82,7474
2024-01-01,HH0080,326.0,52.12,18.78,1450
